Date,Time,Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond uS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond uS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
8/14/19,12:52:02,Miss wetland,-0.16,-2.11,148.6,0.063,28.51,8.98,150.1,98.9,100,8.24,0.089,0.07,150,-0.07,-0.19,97,2.89,0,1.185,7.78,-55.9,24.514,0.011,44.96716,-73.16522,29.6,5.24,0,757
8/14/19,12:53:02,Miss wetland,-0.2,-2.16,149.4,0.064,28.31,8.92,151,97.1,98.2,8.1,0.091,0.07,150.9,-0.03,-0.18,98,3.08,0,1.185,7.74,-53.9,24.48,0.016,44.96779,-73.16536,30.2,5.25,0,756.9
8/14/19,12:54:02,Miss wetland,-0.16,-2.11,149.7,0.069,27.9,8.78,151.6,94.4,95.5,7.89,0.097,0.07,151.5,0,-0.17,98,3.18,0,1.185,7.68,-50.4,24.391,0.021,44.96838,-73.16548,30.1,5.26,0,756.9
8/14/19,12:55:02,Miss wetland,-0.12,-2.06,153.3,0.06,23.78,7.44,154.1,94.2,95.3,7.82,0.085,0.07,154,-0.08,-0.19,100,3.77,0,1.185,7.67,-49.5,24.748,-0.005,44.96898,-73.16581,30.8,5.26,0,756.9
8/14/19,12:56:02,Miss wetland,-0.05,-1.99,154,0.056,25.83,8.11,154.6,94.7,95.8,7.85,0.079,0.07,154.5,-0.07,-0.19,100,3.46,0,1.185,7.69,-50.7,24.808,0.013,44.96957,-73.16624,31.8,5.24,0,756.9
8/14/19,12:57:02,Miss wetland,-0.08,-2.02,155.6,0.057,25.41,7.97,155.5,95.5,96.6,7.88,0.081,0.07,155.5,-0.05,-0.18,101,3.31,0,1.185,7.69,-50.7,25.028,0.001,44.97013,-73.16674,33,5.26,0,756.9
8/14/19,12:58:02,Miss wetland,-0.15,-2.1,156.2,0.065,25.26,7.92,155.7,95.4,96.6,7.86,0.092,0.07,155.8,-0.13,-0.21,101,3.1,0,1.185,7.69,-50.6,25.156,0.013,44.97063,-73.16717,33.5,5.26,0,757
8/14/19,12:59:02,Miss wetland,-0.13,-2.08,156.9,0.069,25.2,7.9,155.9,96,97.2,7.89,0.097,0.07,156,-0.07,-0.19,101,3.14,0,1.185,7.68,-50.1,25.314,0.03,44.97121,-73.16756,33.2,5.24,0,757
8/14/19,13:00:01,Miss wetland,-0.12,-2.07,158.6,0.069,24.74,7.76,157,97.3,98.5,7.97,0.098,0.07,157.1,-0.19,-0.22,102,2.86,0,1.185,7.67,-49.5,25.48,0.014,44.97181,-73.16763,30,5.24,0,756.9
8/14/19,13:01:01,Miss wetland,-0.09,-2.03,158.9,0.061,25.02,7.84,157.2,99.9,101.1,8.18,0.087,0.07,157.4,-0.01,-0.17,102,2.91,0,1.185,7.71,-52.2,25.503,0.015,44.97237,-73.16718,29.1,5.26,0,756.9
8/14/19,13:02:01,Miss wetland,-0.01,-1.94,160.8,0.07,24.2,7.58,158.3,100.7,101.9,8.21,0.099,0.07,158.5,-0.12,-0.2,103,3.13,0,1.185,7.71,-52.1,25.76,0.018,44.97273,-73.16645,29.3,5.25,0,757
8/14/19,13:03:01,Miss wetland,-0.15,-2.1,159.8,0.069,24.76,7.76,158.1,100,101.2,8.19,0.097,0.07,158.2,-0.12,-0.2,103,2.86,0,1.185,7.76,-55.2,25.502,0.012,44.97307,-73.16574,29,5.26,0,756.8
8/14/19,13:04:01,Miss wetland,-0.11,-2.05,163,0.065,23.39,7.31,159.1,103.3,104.5,8.35,0.092,0.07,159.5,-0.02,-0.17,104,3,0,1.185,7.82,-58.6,26.162,0.009,44.97343,-73.16501,29.5,5.25,0,756.8
8/14/19,13:05:01,Miss wetland,-0.16,-2.11,161.5,0.064,23.99,7.51,158.8,100,101.2,8.14,0.091,0.07,159.1,-0.08,-0.19,103,2.85,0,1.185,7.78,-56.1,25.797,0.024,44.97384,-73.16425,30.7,5.24,0,757
8/14/19,13:06:01,Miss wetland,-0.09,-2.04,160.3,0.067,24.58,7.7,158.5,97.9,99.1,8.01,0.096,0.07,158.7,-0.1,-0.2,103,2.88,0,1.185,7.71,-52.2,25.522,0.014,44.97421,-73.16349,28.8,5.25,0,756.9
8/14/19,13:07:01,Miss wetland,-0.17,-2.13,160,0.06,24.69,7.74,158.5,97.5,98.7,7.99,0.085,0.07,158.6,-0.05,-0.18,103,2.98,0,1.185,7.7,-51.4,25.453,0.004,44.97456,-73.16268,27,5.25,0,756.8
8/14/19,13:08:01,Miss wetland,-0.11,-2.06,160.1,0.062,24.72,7.75,158.5,97.1,98.3,7.95,0.088,0.07,158.7,-0.06,-0.19,103,3.1,0,1.185,7.69,-50.7,25.473,0.017,44.97497,-73.16187,30,5.24,0,756.8
8/14/19,13:09:01,Miss wetland,-0.22,-2.17,161.2,0.068,24.35,7.63,159.2,98.1,99.3,8.01,0.096,0.07,159.3,-0.05,-0.18,104,3.13,0,1.185,7.7,-51.2,25.596,0.02,44.97535,-73.16113,29.6,5.24,0,757
8/14/19,13:10:01,Miss wetland,-0.14,-2.09,161.5,0.069,24.67,7.73,159.4,102.4,103.7,8.37,0.097,0.07,159.6,-0.09,-0.19,104,3.11,0,1.185,7.75,-54.4,25.614,0.012,44.97572,-73.16045,28.4,5.25,0,756.8
8/14/19,13:11:01,Miss wetland,-0.15,-2.1,162.2,0.068,24.53,7.69,159.9,105.1,106.4,8.58,0.096,0.07,160.1,-0.06,-0.18,104,3.13,0,1.185,7.8,-57.4,25.668,0.01,44.97612,-73.15978,26.9,5.25,0,756.8
8/14/19,13:12:01,Miss wetland,-0.08,-2.02,162.5,0.065,24.44,7.66,160.1,107.4,108.7,8.75,0.092,0.07,160.3,0.03,-0.16,104,3.13,0,1.185,7.84,-60,25.722,0.011,44.97652,-73.1591,28.6,5.25,0,757
8/14/19,13:13:01,Miss wetland,-0.15,-2.1,164,0.06,23.95,7.5,161.5,105,106.3,8.56,0.085,0.08,161.8,-0.13,-0.21,105,3.52,0,1.185,7.8,-57.5,25.726,0.014,44.97698,-73.15844,28.9,5.25,0,756.9
8/14/19,13:14:01,Miss wetland,-0.08,-2.03,165.8,0.068,23.12,7.23,163.3,100.4,101.6,8.18,0.096,0.08,163.5,-0.07,-0.19,106,3.43,0,1.185,7.73,-53.5,25.727,0.014,44.97741,-73.15781,27.3,5.25,0,756.9
8/14/19,13:15:01,Miss wetland,-0.12,-2.07,166,0.068,23.28,7.28,164,98.7,99.9,8.07,0.097,0.08,164.2,-0.1,-0.2,107,3.23,0,1.185,7.69,-50.8,25.568,0.012,44.97784,-73.15717,29.6,5.24,0,757
8/14/19,13:16:01,Miss wetland,-0.05,-1.99,165.1,0.065,23.41,7.32,163.9,98,99.2,8.04,0.093,0.08,164,-0.03,-0.18,107,3.25,0,1.185,7.67,-50,25.365,0.014,44.97835,-73.1566,28.2,5.25,0,756.9
8/14/19,13:17:01,Miss wetland,-0.06,-2,165.3,0.062,23.6,7.39,164.2,97.3,98.5,8,0.089,0.08,164.3,-0.02,-0.17,107,3.18,0,1.185,7.65,-48.3,25.296,0.001,44.97893,-73.15607,29.1,5.23,0,756.9
8/14/19,13:18:01,Miss wetland,-0.08,-2.02,166.5,0.071,23.11,7.22,165.5,94.4,95.6,7.76,0.101,0.08,165.6,-0.08,-0.19,108,3.27,0,1.185,7.61,-46.3,25.291,0.008,44.97942,-73.15559,28.4,5.24,0,757
8/14/19,13:19:01,Miss wetland,-0.11,-2.05,166.7,0.06,23.06,7.21,165.7,94.3,95.4,7.75,0.086,0.08,165.8,-0.04,-0.18,108,3.36,0,1.185,7.61,-46.1,25.271,0.011,44.97985,-73.15511,29.5,5.25,0,756.9
8/14/19,13:20:01,Miss wetland,-0.08,-2.02,167.2,0.054,22.81,7.13,165.9,95.3,96.5,7.82,0.077,0.08,166.1,-0.07,-0.19,108,3.34,0,1.185,7.61,-46.2,25.356,0,44.98038,-73.15466,29.2,5.25,0,756.8
8/14/19,13:21:01,Miss wetland,0.08,-1.84,168,0.056,22.48,7.02,166.6,96.2,97.4,7.89,0.079,0.08,166.7,-0.1,-0.2,108,3.33,0,1.185,7.63,-47.4,25.411,-0.001,44.98097,-73.15421,28.6,5.24,0,756.9
8/14/19,13:22:01,Miss wetland,0.11,-1.81,169.8,0.049,21.89,6.83,167.5,95,96.2,7.76,0.07,0.08,167.7,-0.03,-0.18,109,3.29,0,1.185,7.63,-47.5,25.64,0.001,44.98155,-73.15366,28.5,5.25,0,756.9
8/14/19,13:23:01,Miss wetland,-0.06,-2,170.5,0.051,22.77,7.12,167.6,94.5,95.6,7.69,0.072,0.08,167.9,-0.04,-0.18,109,3.2,0,1.185,7.62,-46.7,25.796,0.011,44.98215,-73.15315,27.4,5.25,0,756.9
8/14/19,13:24:01,Miss wetland,0.05,-1.88,168.8,0.079,22.45,7.01,167.6,95.6,96.8,7.85,0.113,0.08,167.7,0,-0.17,109,3.41,0,1.185,7.64,-47.9,25.33,0.03,44.98267,-73.15266,28.6,5.24,0,757
8/14/19,13:25:01,Miss wetland,0.03,-1.9,168.6,0.07,22.56,7.05,167.7,97.4,98.6,8.01,0.1,0.08,167.8,-0.01,-0.17,109,3.44,0,1.185,7.68,-50.1,25.251,0.01,44.98321,-73.1522,29.1,5.22,0,757
8/14/19,13:26:01,Miss wetland,0.03,-1.9,169,0.058,22.43,7,167.9,95.5,96.7,7.85,0.082,0.08,168,-0.02,-0.17,109,3.56,0,1.185,7.65,-48.7,25.297,0.005,44.98375,-73.15176,28.9,5.24,0,757
8/14/19,13:27:01,Miss wetland,0.16,-1.75,168.5,0.064,23.11,7.22,168,96.6,97.8,7.96,0.091,0.08,168,-0.07,-0.19,109,4.16,0,1.185,7.65,-48.5,25.13,0.017,44.98427,-73.15142,27.4,5.24,0,756.9
8/14/19,13:28:01,Miss wetland,0.13,-1.79,168.4,0.061,23.08,7.21,168.3,96,97.1,7.92,0.087,0.08,168.3,-0.08,-0.19,109,4.08,0,1.185,7.65,-48.3,25.029,0.004,44.98483,-73.1511,28.3,5.25,0,756.9
8/14/19,13:29:01,Miss wetland,0.14,-1.78,168.1,0.084,23.24,7.27,168.2,97,98.1,8.01,0.119,0.08,168.2,0.02,-0.16,109,4.17,0,1.185,7.65,-48.5,24.968,0.033,44.98538,-73.1508,27.5,5.24,0,756.8
8/14/19,13:30:01,Miss wetland,0.08,-1.84,169,0.062,22.93,7.17,168.8,95.8,96.9,7.9,0.088,0.08,168.8,-0.06,-0.18,110,4.7,0,1.185,7.65,-48.7,25.058,-0.001,44.98598,-73.15067,28,5.24,0,756.8
8/14/19,13:31:01,Miss wetland,0.11,-1.81,168.6,0.05,23.15,7.24,168.6,95.2,96.4,7.87,0.071,0.08,168.6,0.09,-0.14,110,4.52,0,1.185,7.65,-48.3,24.993,-0.005,44.98661,-73.15051,27.6,5.24,0,756.8
8/14/19,13:32:01,Miss wetland,0.27,-1.63,168.1,0.055,23.05,7.2,168.5,94.7,95.8,7.84,0.078,0.08,168.5,0,-0.17,110,4.61,0,1.185,7.64,-48.1,24.886,-0.003,44.98726,-73.15047,29.2,5.24,0,756.8
8/14/19,13:33:01,Miss wetland,0.15,-1.77,168.6,0.041,23.2,7.26,168.8,95.8,96.9,7.92,0.059,0.08,168.8,-0.02,-0.17,110,4.28,0,1.185,7.66,-49,24.952,-0.015,44.98791,-73.15044,28.8,5.24,0,756.9
8/14/19,13:34:01,Miss wetland,0.12,-1.81,168.9,0.05,22.94,7.17,168.9,96.4,97.5,7.96,0.071,0.08,168.9,-0.02,-0.17,110,4.05,0,1.185,7.67,-49.7,25.007,-0.003,44.98855,-73.15034,28.5,5.21,0,756.8
8/14/19,13:35:01,Miss wetland,0.06,-1.87,168.7,0.055,23.07,7.21,168.9,96.1,97.2,7.94,0.078,0.08,168.9,0,-0.17,110,4.08,0,1.185,7.67,-49.5,24.952,-0.003,44.98918,-73.15035,30.7,5.24,0,757
8/14/19,13:36:01,Miss wetland,0.08,-1.85,168.8,0.057,22.94,7.17,168.9,96.1,97.3,7.94,0.081,0.08,168.9,0.06,-0.15,110,3.97,0,1.185,7.66,-49.1,24.983,0.002,44.98981,-73.15039,30.7,5.24,0,756.9
8/14/19,13:37:01,Miss wetland,0.06,-1.87,169.3,0.054,22.7,7.09,168.9,96.6,97.8,7.96,0.077,0.08,168.9,-0.06,-0.19,110,3.93,0,1.185,7.66,-49.2,25.116,-0.001,44.99045,-73.15045,30,5.24,0,756.9
8/14/19,13:38:01,Miss wetland,0.1,-1.82,170.2,0.052,22.52,7.03,169,98.1,99.3,8.06,0.074,0.08,169.1,-0.14,-0.21,110,3.77,0,1.185,7.68,-50,25.326,0.006,44.9911,-73.15039,29.7,5.24,0,756.9
8/14/19,13:39:01,Miss wetland,0.15,-1.76,171.9,0.058,21.96,6.85,169.4,100.7,101.9,8.21,0.082,0.08,169.6,-0.01,-0.17,110,4.05,0,1.185,7.73,-53.2,25.718,0.006,44.99171,-73.15021,28.3,5.23,0,756.9
8/14/19,13:40:01,Miss wetland,0.12,-1.8,172.1,0.06,21.8,6.8,169.3,100.7,101.9,8.2,0.084,0.08,169.6,-0.11,-0.2,110,4.07,0,1.185,7.73,-53.2,25.767,0.006,44.99232,-73.14998,27.5,5.23,0,756.8
8/14/19,13:41:01,Miss wetland,0.09,-1.84,172.1,0.065,22.11,6.9,169.3,101,102.2,8.22,0.092,0.08,169.5,-0.03,-0.18,110,4.02,0,1.185,7.72,-52.8,25.798,0.01,44.99293,-73.1498,29.1,5.24,0,756.8
8/14/19,13:42:01,Miss wetland,0.15,-1.77,171.3,0.06,22.32,6.97,169.3,100.6,101.8,8.22,0.085,0.08,169.5,0.01,-0.16,110,4.08,0,1.185,7.72,-53,25.568,0.008,44.9936,-73.1496,29.7,5.21,0,756.9
8/14/19,13:43:01,Miss wetland,0.45,-1.43,171.5,0.049,22.27,6.95,169.6,100.7,101.9,8.24,0.069,0.08,169.8,-0.03,-0.18,110,3.97,0,1.185,7.73,-53.2,25.532,0.003,44.99421,-73.14935,29.3,5.22,0,756.9
8/14/19,13:44:01,Miss wetland,0.32,-1.58,172.5,0.06,22.12,6.9,170,100.9,102.1,8.23,0.085,0.08,170.3,-0.03,-0.18,111,3.62,0,1.185,7.72,-52.7,25.683,0.006,44.99479,-73.14914,29.7,5.24,0,756.8
8/14/19,13:45:01,Miss wetland,0.11,-1.81,173.5,0.059,22.16,6.92,170.4,101.6,102.8,8.26,0.084,0.08,170.7,-0.07,-0.19,111,3.3,0,1.185,7.72,-52.9,25.864,0.01,44.9954,-73.14899,29.9,5.24,0,756.8
8/14/19,13:46:01,Miss wetland,0.27,-1.63,175.2,0.071,21.54,6.71,169.7,106.7,107.9,8.57,0.1,0.08,170.3,-0.01,-0.17,111,2.98,0,1.185,7.85,-60.4,26.518,-0.003,44.99604,-73.14922,31.5,5.23,0,756.8
8/14/19,13:47:01,Miss wetland,0.15,-1.76,175.9,0.058,21.34,6.65,170.1,104.4,105.6,8.38,0.082,0.08,170.7,-0.04,-0.18,111,3.13,0,1.185,7.76,-55.1,26.595,-0.003,44.99663,-73.14955,33.1,5.24,0,756.8
8/14/19,13:48:01,Miss wetland,0.07,-1.85,175.5,0.087,21.68,6.76,169.8,108.3,109.6,8.7,0.123,0.08,170.4,-0.06,-0.19,111,3.1,0,1.185,7.76,-55.3,26.578,0.004,44.99713,-73.15001,30.8,5.24,0,756.9
8/14/19,13:49:01,Miss wetland,0.04,-1.89,177.1,0.052,21.45,6.69,170,104.4,105.6,8.32,0.074,0.08,170.7,-0.01,-0.17,111,2.92,0,1.185,7.77,-55.6,26.957,0.001,44.99755,-73.1506,32,5.22,0,756.9
8/14/19,13:50:01,Miss wetland,-0.02,-1.96,177.4,0.053,21.04,6.55,170.2,104.1,105.3,8.29,0.076,0.08,170.9,-0.04,-0.18,111,3.01,0,1.185,7.78,-56.5,27.021,0.003,44.99801,-73.15118,31.7,5.21,0,756.9
8/14/19,13:51:01,Miss wetland,0.19,-1.72,177.3,0.053,21.41,6.67,170.1,104.9,106.1,8.36,0.076,0.08,170.8,0,-0.17,111,3.14,0,1.185,7.82,-59,26.992,0,44.99847,-73.15171,35.4,5.23,0,756.7
8/14/19,13:52:01,Miss wetland,0.23,-1.68,175.3,0.058,21.45,6.69,170.2,102.9,104.2,8.28,0.082,0.08,170.7,-0.02,-0.17,111,3.36,0,1.185,7.77,-56.1,26.424,0.004,44.99897,-73.15215,35.1,5.23,0,756.9
8/14/19,13:53:01,Miss wetland,0.24,-1.66,175.6,0.055,21.51,6.71,170.2,103.4,104.6,8.31,0.078,0.08,170.7,0.07,-0.15,111,3.28,0,1.185,7.76,-55.5,26.489,0.003,44.99956,-73.15248,34.6,5.22,0,756.8
8/14/19,13:54:01,Miss wetland,0.26,-1.64,175.7,0.059,21.63,6.74,170.2,104.5,105.7,8.39,0.083,0.08,170.7,-0.06,-0.18,111,3.16,0,1.185,7.76,-55.4,26.529,0.006,45.0002,-73.15265,38,5.23,0,756.8
8/14/19,13:55:01,Miss wetland,0.34,-1.55,177.7,0.057,21.62,6.74,170,110.3,111.6,8.76,0.081,0.08,170.8,-0.06,-0.19,111,2.78,0,1.185,7.99,-69.1,27.122,0.002,45.00082,-73.15279,34.9,5.23,0,756.9
8/14/19,13:56:01,Miss wetland,0.21,-1.71,176.3,0.056,21.51,6.7,170.5,104.4,105.6,8.37,0.08,0.08,171.1,-0.05,-0.18,111,3.05,0,1.185,7.81,-58.2,26.603,0.01,45.00146,-73.15303,32.4,5.22,0,756.9
8/14/19,13:57:01,Miss wetland,0.25,-1.66,174.9,0.051,21.55,6.72,170.5,102.3,103.5,8.26,0.073,0.08,170.9,-0.06,-0.19,111,3.4,0,1.185,7.74,-54.1,26.233,0,45.00206,-73.15348,34,5.23,0,756.9
8/14/19,13:58:01,Miss wetland,0.27,-1.64,175.6,0.055,21.75,6.78,170.4,103,104.2,8.29,0.078,0.08,170.9,-0.01,-0.17,111,3.21,0,1.185,7.76,-55.1,26.444,-0.001,45.00261,-73.15395,32.2,5.21,0,756.7
8/14/19,13:59:01,Miss wetland,0.29,-1.61,178,0.055,21.54,6.71,170.5,105.7,107,8.41,0.078,0.08,171.2,-0.07,-0.19,111,2.87,0,1.185,7.81,-58.3,27.078,-0.006,45.00311,-73.15454,30.2,5.22,0,756.8
8/14/19,14:00:01,Miss wetland,0.1,-1.82,178.9,0.049,21.51,6.71,170.2,107.5,108.8,8.51,0.07,0.08,171.1,-0.04,-0.18,111,2.59,0,1.185,7.91,-64.6,27.411,0.001,45.00359,-73.15514,32.3,5.23,0,756.8
8/14/19,14:01:01,Miss wetland,0.06,-1.87,179.8,0.047,20.29,6.31,170.6,105.8,107.1,8.35,0.066,0.08,171.5,-0.05,-0.18,111,2.65,0,1.185,7.83,-59.3,27.536,-0.009,45.00399,-73.15579,31,5.22,0,756.7
8/14/19,14:02:01,Miss wetland,0.06,-1.87,179.9,0.06,20.67,6.43,170.5,106.4,107.6,8.38,0.085,0.08,171.5,-0.07,-0.19,111,2.72,0,1.185,7.84,-59.9,27.583,0.001,45.00436,-73.15651,31,5.21,0,756.8
8/14/19,14:03:01,Miss wetland,0.03,-1.91,178.9,0.057,20.55,6.39,170.6,104.5,105.8,8.28,0.08,0.08,171.4,-0.03,-0.18,111,2.84,0,1.185,7.78,-56.5,27.296,0,45.00459,-73.15729,32.7,5.23,0,756.9
8/14/19,14:04:01,Miss wetland,0.13,-1.79,177.5,0.06,20.84,6.49,170.4,104.6,105.8,8.34,0.085,0.08,171.1,-0.09,-0.19,111,2.94,0,1.185,7.77,-56.2,26.952,0.01,45.00484,-73.1581,30.6,5.22,0,756.9
8/14/19,14:05:01,Miss wetland,0.09,-1.83,177.2,0.057,21.08,6.57,170.5,104.2,105.5,8.33,0.081,0.08,171.1,-0.04,-0.18,111,3.05,0,1.185,7.75,-54.9,26.853,0,45.00513,-73.15889,31.3,5.22,0,756.9
8/14/19,14:06:01,Miss wetland,0.18,-1.73,176.8,0.057,21.5,6.7,170.3,105.3,106.6,8.42,0.08,0.08,171,-0.07,-0.19,111,3.02,0,1.185,7.78,-56.5,26.798,0.019,45.00544,-73.15969,30.3,5.2,0,756.8
8/14/19,14:07:01,Miss wetland,0.02,-1.92,177.5,0.051,20.93,6.52,170.6,104.1,105.3,8.3,0.072,0.08,171.2,-0.01,-0.17,111,2.9,0,1.185,7.77,-55.7,26.928,-0.004,45.00567,-73.16058,31.2,5.22,0,756.8
8/14/19,14:08:01,Miss wetland,0.02,-1.92,177.6,0.055,20.74,6.46,170.7,103.1,104.3,8.23,0.078,0.08,171.4,-0.13,-0.21,111,2.85,0,1.185,7.75,-54.8,26.916,0.001,45.00586,-73.16146,32.1,5.22,0,756.9
8/14/19,14:09:01,Miss wetland,0.08,-1.84,175.9,0.055,21.18,6.6,170.6,103.5,104.8,8.33,0.078,0.08,171.1,-0.06,-0.18,111,2.99,0,1.185,7.75,-54.7,26.474,-0.003,45.006,-73.16233,31.7,5.22,0,757
8/14/19,14:10:01,Miss wetland,0.13,-1.79,174.7,0.059,21.78,6.79,170.5,102.9,104.1,8.32,0.083,0.08,170.9,-0.04,-0.18,111,3.21,0,1.185,7.74,-54,26.167,-0.004,45.00607,-73.16329,32.5,5.22,0,756.9
8/14/19,14:11:01,Miss wetland,0.35,-1.55,171.4,0.067,23.69,7.41,170.5,98,99.1,8.06,0.095,0.08,170.6,0.01,-0.16,111,4.41,0,1.185,7.64,-48,25.245,0.015,45.00631,-73.16399,29.5,5.22,0,756.8
8/14/19,14:12:01,Miss wetland,0.21,-1.7,171.5,0.099,23.62,7.39,170.5,98.3,99.5,8.08,0.141,0.08,170.6,-0.06,-0.18,111,4.5,0,1.185,7.61,-46.4,25.299,0.097,45.00637,-73.16409,32,5.21,0,756.9
8/14/19,14:13:01,Miss wetland,0.48,-1.4,171,0.136,23.82,7.45,170.5,97,98.2,7.99,0.192,0.08,170.5,0.01,-0.16,111,4.67,0,1.185,7.61,-45.9,25.153,0.081,45.00624,-73.16371,29.8,5.22,0,757
8/14/19,14:14:01,Miss wetland,0.53,-1.35,172.1,0.143,23.25,7.27,170.5,99.7,100.9,8.17,0.203,0.08,170.6,0.05,-0.15,111,3.94,0,1.185,7.66,-49.4,25.456,0.071,45.00602,-73.16342,31,5.2,0,757
8/14/19,14:15:01,Miss wetland,0.25,-1.65,175,0.138,21.75,6.78,170.6,103.9,105.1,8.39,0.196,0.08,171,-0.07,-0.19,111,3.11,0,1.185,7.74,-54.2,26.212,0.064,45.00595,-73.16348,33.9,5.2,0,756.9
8/14/19,14:16:01,Miss wetland,0.12,-1.8,175,0.016,21.74,6.78,170.6,103,104.3,8.32,0.023,0.08,171,-0.05,-0.18,111,3.1,0,1.185,7.76,-54.9,26.211,-0.038,45.00602,-73.16338,30.3,5.22,0,756.9